Loan_ID,Married,CoapplicantIncome,Loan_Status,EMI,EMI_exp,loan_avg,Long_Term_Loan,Medium_Term_Loan,Short_term_Loan,Credit_History_Bad,Rural,Semiurban,Urban,Male,Graduate,self_employed_No,self_employed_Unknown,1,2,3
LP001519,0,7.418780882750794,0,24750.0,2.121549802845877,112500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001520,1,6.7226297948554485,1,12500.000000000016,2.196836555360284,62500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001528,0,0.0,0,15340.0,2.443842599968137,118000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001529,1,8.229777750081887,1,15200.000000000018,2.402402402402405,76000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001531,0,0.0,0,26840.0,2.928212960942614,244000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001532,1,0.0,0,11300.000000000016,4.953967558088564,37666.66666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001535,0,0.0,1,5000.000000000006,1.5365703749231734,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001536,1,0.0,1,78000.00002177584,1.95004875176319,150000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001541,1,0.0,1,17600.0,2.933333333333333,80000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001543,1,0.0,1,20570.0,2.156636611448941,93500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001546,0,7.642044402873258,1,12000.000000000016,2.370136282836266,60000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001552,1,8.635153989049803,1,28050.0,2.747844827586207,127500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001560,1,6.948897222313312,1,9800.000000000013,3.3746556473829243,49000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001562,1,0.0,0,30250.0,3.813185427959158,275000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001565,1,7.155396301896734,0,15729.999999999998,3.6003662165255204,40333.333333333336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001570,1,7.277938572945661,1,17380.0,3.095831848949056,39500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001572,1,0.0,1,6750.001237468701,0.7240160074513248,75000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001574,1,8.06054004653864,1,20020.0,2.912847373781464,91000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001577,1,0.0,0,11200.000000000016,2.4438140955705903,112000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001578,1,8.111928063310739,1,12900.000000000016,2.234927234927237,64500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001579,0,0.0,0,8190.0,3.661153330353152,63000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001580,1,0.0,1,22000.0,2.75,66666.66666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001581,1,7.478734825567875,1,9500.000000000013,2.646976873781001,47500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001585,1,0.0,1,77000.00000000195,1.4875490215018827,175000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001586,1,0.0,0,7290.001336466196,2.069847057486143,20250.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001594,1,8.635153989049803,1,20570.0,1.8150533839230565,93500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001603,1,6.602587892189336,0,7830.000000000264,1.5413385826772172,43500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LP001606,1,7.583247524303362,1,11600.000000000016,2.124153085515476,58000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001608,1,7.3901814282264295,1,10100.000000000013,2.7565502183406148,25250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001610,1,9.332646496360152,0,69300.0,4.121075166508088,99000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001616,1,0.0,1,11600.000000000016,3.0933333333333373,58000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001630,0,7.280697195384741,0,13260.0,3.504228329809725,51000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001633,1,8.888894669371593,0,25200.000000000004,1.8461538461538465,60000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001634,0,8.529911963824013,0,8710.0,1.2480298036968047,33500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001636,1,0.0,1,6570.001204469535,1.4282611314064206,73000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001637,1,0.0,0,28600.0,0.8450038409265497,130000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001639,1,0.0,1,10800.000000000016,2.9793103448275904,108000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001640,1,8.46611040118692,1,10800.000000000362,0.2460304804428631,60000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001641,1,0.0,0,7920.000000000013,3.636363636363642,33000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001643,1,7.668093709082406,1,5800.000000000007,1.2829020128290218,29000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001644,1,8.574895901544526,1,16800.000000000022,2.8140703517587977,84000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001647,1,0.0,1,18800.000666000476,2.015437464193876,188000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001653,0,0.0,1,4800.000000000006,0.9825997952917106,48000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001656,0,0.0,0,18040.0,1.5033333333333334,164000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001657,1,0.0,0,17600.0,2.917288247969501,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001658,0,0.0,1,7600.000000000009,1.9699326075686907,76000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001664,0,0.0,1,12000.000000000016,2.8632784538296385,120000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001665,1,7.857093864902493,0,18700.0,3.276103714085494,56666.66666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001666,0,8.229777750081887,1,20570.0,1.702391790118348,93500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001669,0,7.768956044538332,1,12000.000000000016,2.808988764044947,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001671,1,7.943427767876373,1,11300.000000000016,1.8132220795892195,56500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001673,0,0.0,0,7470.000000000251,0.679090909090932,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001674,1,7.824445930877619,1,9000.000000000011,1.7647058823529431,30000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001677,0,0.0,1,23240.000000000004,4.72069876091814,55333.333333333336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001682,1,0.0,0,10170.001864452845,2.547595657428067,28250.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001688,1,6.988413181999592,1,13500.000000000016,2.945668775910979,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001691,1,0.0,1,12400.000000000016,3.165688026550936,41333.333333333336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001692,0,0.0,1,12000.000000000016,2.722323049001818,120000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001693,0,0.0,1,8000.00000000001,2.466091245376082,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001698,0,7.836764783264067,1,5500.000000000006,0.8453735013833394,27500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001699,0,0.0,1,5900.000000000008,2.379991932230741,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001702,0,0.0,0,12700.000000000016,3.7156231714452943,127000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001708,0,0.0,0,23540.0,2.354,214000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001711,1,7.1316985104669115,0,16640.0,3.555555555555556,25600.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001713,1,0.0,1,24000.00000000003,3.0820598433286284,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001715,1,0.0,1,11700.000000000397,2.051551814834367,32500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001716,1,8.013674142832684,1,13700.000000000018,2.2118178882789827,68500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001720,1,6.891625897052253,1,10000.000000000013,2.0691082143596136,20000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001722,1,7.496097345175956,0,13500.000000000016,6.923076923076931,67500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001726,1,7.4821189235521155,1,13100.000000000016,2.380952380952384,65500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001732,1,0.0,0,9360.0,1.872,24000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
LP001734,1,7.776535028185241,1,12700.000000000016,1.905190519051908,31750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001736,1,0.0,0,7800.0,3.511931562359297,60000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001743,1,7.4489161025442,1,11600.000000000016,2.0258470136220774,29000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001744,0,7.934513463882263,1,14400.000000000016,2.499132245748007,72000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001749,1,6.918695219020472,1,19250.0,2.2414997671169075,87500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001750,1,0.0,1,12800.000000000016,2.0480000000000027,128000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001751,1,0.0,0,18700.0,5.753846153846154,170000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001754,1,0.0,0,12420.000000000418,2.623020063358061,138000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LP001758,1,7.4360278163518485,1,23100.0,2.907488986784141,52500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001760,1,0.0,1,17380.0,3.6527952921395546,158000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001761,0,0.0,1,20000.000000000025,3.125000000000004,200000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001765,1,7.628031126930335,1,10400.000000000013,2.288228822882291,34666.666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001768,1,0.0,1,3780.000692982472,1.0172230067229473,42000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001770,0,7.8628820346414905,1,12000.000000000016,2.073613271124937,60000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001776,0,0.0,1,30800.000000000004,3.696147845913837,280000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001778,1,7.484368643286131,1,14000.000000000016,2.8374543980543203,46666.66666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001784,1,7.13966033596492,1,18700.0,2.766272189349112,56666.66666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001786,1,0.0,0,35700.0,6.21301775147929,255000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001788,0,0.0,1,10980.00000000037,3.170661276350092,122000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001790,0,0.0,1,11200.000000000016,2.9380902413431307,56000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001792,1,0.0,1,9600.000000000013,2.8959276018099587,48000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001798,1,8.517393171418904,1,12000.000000000016,1.1091598114428334,30000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001800,1,7.592870287844818,0,12600.002309941574,2.8043628555400786,46666.66666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001806,0,8.648572269472618,1,14029.70003445537,1.6189360759814644,77500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001807,1,7.170888478512505,1,9720.000000000326,1.2874172185430894,27000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
LP001811,1,8.393442383980062,1,12300.000000000016,1.5722868464783353,61500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001813,0,8.374246182096304,0,9600.00924688941,0.9245891598660706,60000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001814,1,0.0,1,11200.000000000016,1.154282180768836,37333.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001819,1,0.0,1,12330.002260442829,1.8659204389289992,68500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001824,1,7.519692404116539,1,12300.0,2.6031746031746037,41000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001825,1,7.533158807455563,1,9000.000000000011,2.4476475387544223,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001835,1,8.266421472984554,0,28140.000000000004,5.062972292191437,100500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001836,0,0.0,0,13800.000000000018,4.026845637583898,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001841,0,7.681560362559537,1,9360.000000000317,1.97052631578954,52000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LP001843,1,8.868131713503033,1,27900.00098837304,2.858020998604081,93000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001844,0,0.0,0,24960.0,1.536,192000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001846,0,0.0,1,28050.0,9.098280895231916,63750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001849,0,0.0,0,14950.0,2.4731182795698925,115000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001854,1,0.0,0,9400.000000000013,1.7904761904761926,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001859,1,7.650168700845001,0,33440.0,1.9924924030268725,152000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001864,1,0.0,0,16640.0,3.37456905293044,32000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001865,1,8.35490952835879,1,36300.0,3.513016548920933,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001868,0,7.700747794511798,1,13400.000000000016,3.1389084094635784,67000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001870,0,0.0,0,14606.432745854914,4.196045028972971,77500.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001871,0,0.0,1,12000.000000000016,1.6666666666666687,120000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001872,0,0.0,1,11520.000000000387,2.2299651567945,128000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001875,0,8.145549631783584,1,15100.00000000002,2.002121453195441,75500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001877,1,7.23561914106675,1,16500.0,2.7071369975389663,37500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001882,1,7.502186486602924,1,22400.000000000004,3.645833333333334,32000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001883,0,0.0,0,13500.000000000016,3.949678174370982,135000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001884,0,7.353081920515432,1,9000.000000000011,2.0288548241659177,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001888,0,0.0,1,3000.000000000004,0.926784059314181,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001891,1,0.0,1,13600.000000000018,1.220168670375024,136000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001892,0,7.527255919373784,1,12600.000000000016,2.686567164179108,63000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001894,1,7.707062655370473,1,16500.0,3.40697914515796,75000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001896,1,0.0,1,9000.000000000011,2.3076923076923106,30000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001900,1,7.519149957669823,1,11500.000000000016,2.504355400696867,38333.333333333336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001903,1,8.094073148069352,1,22770.0,3.133342507224439,103500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001904,1,7.170888478512505,1,8000.00000000001,1.816942993413584,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001907,1,0.0,1,47960.0,3.288760885963108,436000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001908,1,0.0,1,12400.000000000016,3.024390243902443,124000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001910,0,7.794411205726601,0,20540.0,3.170242321345887,52666.66666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001914,1,6.68586094706836,1,11200.000000000016,2.3693674635075133,56000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001915,1,6.894467372292008,1,7020.001286967449,2.135816390721799,19500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001917,0,7.418780882750794,1,5400.000000000007,1.5530629853321851,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001922,1,0.0,0,13450.000000000016,0.6507959549039539,134500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001924,0,8.024207485778577,1,8900.000000000011,1.4329415553051057,44500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001925,0,7.4489161025442,0,8910.000000052714,2.0639332870170755,49500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001926,1,7.601402334583733,1,12000.000000000016,2.103786816269287,60000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001931,0,0.0,1,11500.000000000016,2.788554801163922,115000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001935,0,0.0,1,20570.0,2.1634413125788807,187000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001936,1,7.790282380703483,1,13900.000000000016,2.5314150427973074,69500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001938,1,0.0,0,16510.0,3.752272727272728,42333.333333333336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001940,1,7.353081920515432,1,13400.000000000016,2.843199660513477,33500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001945,0,0.0,0,20020.000000000004,3.69577256784198,143000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001947,1,8.112227958349724,1,18920.0,3.309428021689697,86000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001949,1,7.1316985104669115,1,11000.000000000013,1.9414048711613157,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
LP001953,1,0.0,1,22000.0,3.2,100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001954,1,0.0,1,13500.000000000016,2.893270467209605,67500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001955,0,7.8407064517494,0,15100.0,2.0023869513327144,75500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
