Loan_ID,Married,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Status,Loan_Amount_Term_org,total_hh_inc,total_pp_hh,avg_inc_hh_d,interest_rate,EMI,EMI_exp,loan_exp,EMI_avg,loan_avg,Long_Term_Loan,Medium_Term_Loan,Short_term_Loan,Very_Long_Term_Loan,Credit_History_Bad,Credit_History_Good,Rural,Semiurban,Urban,Female,Male,Graduate,Not Graduate,self_employed_No,self_employed_Unknown,self_employed_Yes,0,1,2,3
LP001279,0,2366,2531.0,136000.0,1,360.0,4897.0,2,2448.5,0.1,13600.000000000018,2.777210537063512,27.77210537063508,6800.000000000009,68000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001280,1,3333,2000.0,99000.0,1,360.0,5333.0,4,1333.25,0.1,9900.000000000011,1.8563660228764318,18.5636602287643,2475.0000000000027,24750.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001282,1,2500,2118.0,104000.0,1,360.0,4618.0,2,2309.0,0.1,10400.000000000013,2.2520571676050265,22.52057167605024,5200.000000000006,52000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001289,0,8566,0.0,210000.0,1,360.0,8566.0,1,8566.0,0.11,23100.0,2.6967079150128415,24.515526500116742,23100.0,210000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001310,1,5695,4167.0,175000.0,1,360.0,9862.0,2,4931.0,0.11,19250.0,1.9519367268302577,17.744879334820524,9625.0,87500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001316,1,2958,2900.0,131000.0,1,360.0,5858.0,2,2929.0,0.1,13100.000000000015,2.23625810856948,22.362581085694778,6550.000000000007,65500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001318,1,6250,5654.0,188000.0,1,180.0,11904.0,4,2976.0,0.1,18800.000666000473,1.5793011312164376,15.793010752688172,4700.000166500118,47000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001319,1,3273,1820.0,81000.0,1,360.0,5093.0,4,1273.25,0.1,8100.00000000001,1.5904182210877695,15.904182210877675,2025.0000000000025,20250.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001322,0,4133,0.0,122000.0,1,360.0,4133.0,1,4133.0,0.1,12200.000000000015,2.951850955722239,29.518509557222355,12200.000000000015,122000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001325,0,3620,0.0,25000.0,1,120.0,3620.0,1,3620.0,0.09,2250.07261340142,0.6215670202766354,6.906077348066298,2250.07261340142,25000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001326,0,6782,0.0,125000.0,0,360.0,6782.0,1,6782.0,0.13,16250.000000000002,2.3960483633146565,18.43114125626659,16250.000000000002,125000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001327,1,2484,2302.0,137000.0,1,360.0,4786.0,2,2393.0,0.1,13700.000000000018,2.8625156707062303,28.625156707062263,6850.000000000009,68500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001333,1,1977,997.0,50000.0,1,360.0,2974.0,2,1487.0,0.1,5000.000000000006,1.6812373907195717,16.812373907195695,2500.000000000003,25000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001334,1,4188,0.0,115000.0,1,180.0,4188.0,1,4188.0,0.09,10350.001897452008,2.47134715793983,27.45940783190067,10350.001897452008,115000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001343,1,1759,3541.0,131000.0,1,360.0,5300.0,2,2650.0,0.1,13100.000000000015,2.47169811320755,24.71698113207547,6550.000000000007,65500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001345,1,4288,3263.0,133000.0,1,180.0,7551.0,4,1887.75,0.09,11970.002194444496,1.5852207912123555,17.61356111773275,2992.500548611124,33250.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001349,0,4843,3806.0,151000.0,1,360.0,8649.0,2,4324.5,0.11,16610.0,1.9204532315874667,17.458665741704245,8305.0,75500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001350,1,13650,0.0,134500.0,1,360.0,13650.0,1,13650.0,0.1,13450.000000000016,0.9853479853479865,9.853479853479854,13450.000000000016,134500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001356,1,4652,3583.0,134500.0,1,360.0,8235.0,2,4117.5,0.1,13450.000000000016,1.6332726168791762,16.332726168791744,6725.000000000008,67250.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001357,1,3816,754.0,160000.0,1,360.0,4570.0,2,2285.0,0.11,17600.0,3.851203501094092,35.010940919037196,8800.0,80000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001367,1,3052,1030.0,100000.0,1,360.0,4082.0,3,1360.6666666666667,0.1,10000.000000000013,2.4497795198432173,24.49779519843214,3333.3333333333376,33333.333333333336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001369,1,11417,1126.0,225000.0,1,360.0,12543.0,4,3135.75,0.11,24750.0,1.9732121502033007,17.93829227457546,6187.5,56250.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001370,0,7333,0.0,120000.0,0,360.0,7333.0,1,7333.0,0.1,12000.000000000015,1.636438019909998,16.36438019909996,12000.000000000015,120000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001379,1,3800,3600.0,216000.0,0,360.0,7400.0,4,1850.0,0.14,30240.000000000004,4.086486486486487,29.18918918918919,7560.000000000001,54000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001384,1,2071,754.0,94000.0,1,480.0,2825.0,5,565.0,0.1,9400.0,3.327433628318584,33.27433628318584,1880.0,18800.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001385,0,5316,0.0,136000.0,1,360.0,5316.0,1,5316.0,0.1,13600.000000000018,2.558314522197144,25.583145221971407,13600.000000000018,136000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001387,1,2929,2333.0,139000.0,1,360.0,5262.0,2,2631.0,0.1,13900.000000000016,2.6415811478525306,26.415811478525274,6950.000000000008,69500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001391,1,3572,4114.0,152000.0,0,360.0,7686.0,2,3843.0,0.14,21280.000000000004,2.7686703096539165,19.776216497527972,10640.000000000002,76000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001392,0,7451,0.0,127500.0,1,360.0,7451.0,2,3725.5,0.09,11475.000000000386,1.540061736679692,17.111797074218227,5737.500000000193,63750.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001398,0,5050,0.0,118000.0,1,360.0,5050.0,1,5050.0,0.1,11800.000000000016,2.33663366336634,23.366336633663366,11800.000000000016,118000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001401,1,14583,0.0,185000.0,1,180.0,14583.0,2,7291.5,0.1,18500.000655372805,1.2686004700934517,12.686004251525748,9250.000327686403,92500.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001404,1,3167,2283.0,154000.0,1,360.0,5450.0,2,2725.0,0.11,16940.0,3.108256880733945,28.256880733944953,8470.0,77000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001405,1,2214,1398.0,85000.0,1,360.0,3612.0,3,1204.0,0.1,8500.000000000011,2.3532668881506122,23.53266888150609,2833.333333333337,28333.333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001421,1,5568,2142.0,175000.0,0,360.0,7710.0,2,3855.0,0.11,19250.0,2.496757457846952,22.69779507133593,9625.0,87500.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001422,0,10408,0.0,259000.0,1,360.0,10408.0,1,10408.0,0.11,28490.0,2.7373174481168334,24.884704073789393,28490.0,259000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001426,1,5667,2667.0,180000.0,1,360.0,8334.0,2,4167.0,0.11,19800.0,2.375809935205184,21.598272138228943,9900.0,90000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001430,0,4166,0.0,44000.0,1,360.0,4166.0,1,4166.0,0.1,4400.0000000000055,1.0561689870379274,10.561689870379261,4400.0000000000055,44000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001431,0,2137,8980.0,137000.0,1,360.0,11117.0,2,5558.5,0.13,17810.0,1.6020509130161014,12.323468561662319,8905.0,68500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001432,1,2957,0.0,81000.0,1,360.0,2957.0,3,985.6666666666666,0.1,8100.00000000001,2.739262766317217,27.392627663172135,2700.000000000003,27000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001439,1,4300,2014.0,194000.0,1,360.0,6314.0,2,3157.0,0.11,21340.0,3.3797909407665507,30.725372188786825,10670.0,97000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001443,0,3692,0.0,93000.0,1,360.0,3692.0,1,3692.0,0.1,9300.000000000013,2.518959913326114,25.189599133261105,9300.000000000013,93000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001448,1,23803,0.0,370000.0,1,360.0,23803.0,4,5950.75,0.11,40700.0,1.7098685039700878,15.544259127000798,10175.0,92500.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001449,0,3865,1640.0,134500.0,1,360.0,5505.0,2,2752.5,0.1,13450.000000000016,2.4432334241598577,24.432334241598546,6725.000000000008,67250.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001451,1,10513,3850.0,160000.0,0,180.0,14363.0,3,4787.666666666667,0.12,19200.00002654955,1.336768086510447,11.139734038849822,6400.00000884985,53333.333333333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001465,1,6080,2569.0,182000.0,0,360.0,8649.0,2,4324.5,0.14,25480.000000000004,2.9460053185339348,21.042895132385247,12740.000000000002,91000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001469,0,20166,0.0,650000.0,1,480.0,20166.0,1,20166.0,0.1,65000.0,3.223247049489239,32.2324704948924,65000.0,650000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LP001473,0,2014,1929.0,74000.0,1,360.0,3943.0,2,1971.5,0.1,7400.000000000009,1.876743596246515,18.76743596246513,3700.0000000000045,37000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001478,0,2718,0.0,70000.0,1,360.0,2718.0,1,2718.0,0.1,7000.000000000008,2.5754231052244325,25.754231052244297,7000.000000000008,70000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001482,1,3459,0.0,25000.0,1,120.0,3459.0,1,3459.0,0.08,2000.1950840203672,0.5782581913906815,7.227522405319457,2000.1950840203672,25000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LP001487,0,4895,0.0,102000.0,1,360.0,4895.0,1,4895.0,0.1,10200.000000000013,2.0837589376915244,20.83758937691522,10200.000000000013,102000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001488,1,4000,7750.0,290000.0,0,360.0,11750.0,5,2350.0,0.11,31899.999999999996,2.7148936170212763,24.680851063829788,6379.999999999999,58000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001489,1,4583,0.0,84000.0,0,360.0,4583.0,1,4583.0,0.1,8400.000000000011,1.8328605716779427,18.328605716779403,8400.000000000011,84000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001491,1,3316,3500.0,88000.0,1,360.0,6816.0,4,1704.0,0.09,7920.000000000266,1.1619718309859544,12.910798122065728,1980.0000000000664,22000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001492,0,14999,0.0,242000.0,0,360.0,14999.0,1,14999.0,0.14,33880.0,2.2588172544836325,16.134408960597373,33880.0,242000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001493,1,4200,1430.0,129000.0,0,360.0,5630.0,4,1407.5,0.1,12900.000000000016,2.291296625222028,22.912966252220247,3225.000000000004,32250.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001497,1,5042,2083.0,185000.0,0,360.0,7125.0,4,1781.25,0.11,20350.0,2.856140350877193,25.964912280701753,5087.5,46250.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001498,0,5417,0.0,168000.0,1,360.0,5417.0,1,5417.0,0.11,18480.0,3.4114823703156727,31.013476093778845,18480.0,168000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001504,0,6950,0.0,175000.0,1,180.0,6950.0,1,6950.0,0.09,15750.00288742697,2.2661874658168304,25.179856115107913,15750.00288742697,175000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LP001507,1,2698,2034.0,122000.0,1,360.0,4732.0,2,2366.0,0.1,12200.000000000015,2.5781910397295045,25.78191039729501,6100.000000000007,61000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001508,1,11757,0.0,187000.0,1,180.0,11757.0,3,3919.0,0.1,18700.000662457915,1.590541861228027,15.905418048821979,6233.3335541526385,62333.333333333336,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001514,1,2330,4486.0,100000.0,1,360.0,6816.0,2,3408.0,0.1,10000.000000000013,1.4671361502347438,14.671361502347418,5000.000000000006,50000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001516,1,14866,0.0,70000.0,1,360.0,14866.0,3,4955.333333333333,0.1,7000.000000000008,0.47087313332436487,4.708731333243644,2333.333333333336,23333.333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001518,1,1538,1425.0,30000.0,1,360.0,2963.0,3,987.6666666666666,0.1,3000.0000000000036,1.0124873439082023,10.12487343908201,1000.0000000000013,10000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001519,0,10000,1666.0,225000.0,0,360.0,11666.0,2,5833.0,0.11,24750.0,2.121549802845877,19.286816389507973,12375.0,112500.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001520,1,4860,830.0,125000.0,1,360.0,5690.0,2,2845.0,0.1,12500.000000000016,2.196836555360284,21.968365553602812,6250.000000000008,62500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001528,0,6277,0.0,118000.0,0,360.0,6277.0,1,6277.0,0.13,15340.0,2.4438425999681375,18.798789230524136,15340.0,118000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001529,1,2577,3750.0,152000.0,1,360.0,6327.0,2,3163.5,0.1,15200.000000000018,2.402402402402405,24.024024024024023,7600.000000000009,76000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LP001531,0,9166,0.0,244000.0,0,360.0,9166.0,1,9166.0,0.11,26840.0,2.928212960942614,26.620117826751038,26840.0,244000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001532,1,2281,0.0,113000.0,0,360.0,2281.0,3,760.3333333333334,0.1,11300.000000000015,4.953967558088564,49.53967558088558,3766.6666666666715,37666.666666666664,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001535,0,3254,0.0,50000.0,1,360.0,3254.0,1,3254.0,0.1,5000.000000000006,1.5365703749231734,15.365703749231715,5000.000000000006,50000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001536,1,39999,0.0,600000.0,1,180.0,39999.0,4,9999.75,0.13,78000.00002177584,1.95004875176319,15.000375009375235,19500.00000544396,150000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001541,1,6000,0.0,160000.0,1,360.0,6000.0,2,3000.0,0.11,17600.0,2.933333333333333,26.666666666666668,8800.0,80000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001543,1,9538,0.0,187000.0,1,360.0,9538.0,2,4769.0,0.11,20570.0,2.156636611448941,19.605787376808554,10285.0,93500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001546,0,2980,2083.0,120000.0,1,360.0,5063.0,2,2531.5,0.1,12000.000000000015,2.370136282836266,23.70136282836263,6000.000000000007,60000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001552,1,4583,5625.0,255000.0,1,360.0,10208.0,2,5104.0,0.11,28050.0,2.747844827586207,24.980407523510973,14025.0,127500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001560,1,1863,1041.0,98000.0,1,360.0,2904.0,2,1452.0,0.1,9800.000000000013,3.3746556473829243,33.7465564738292,4900.000000000006,49000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001562,1,7933,0.0,275000.0,0,360.0,7933.0,1,7933.0,0.11,30250.0,3.813185427959158,34.665322072355984,30250.0,275000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001565,1,3089,1280.0,121000.0,0,360.0,4369.0,3,1456.3333333333333,0.13,15729.999999999998,3.6003662165255204,27.695124742504007,5243.333333333333,40333.333333333336,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001570,1,4167,1447.0,158000.0,1,360.0,5614.0,4,1403.5,0.11,17380.0,3.095831848949056,28.14392589953687,4345.0,39500.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001572,1,9323,0.0,75000.0,1,180.0,9323.0,1,9323.0,0.09,6750.001237468701,0.7240160074513248,8.04462083020487,6750.001237468701,75000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001574,1,3707,3166.0,182000.0,1,360.0,6873.0,2,3436.5,0.11,20020.0,2.9128473737814637,26.480430670740578,10010.0,91000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001577,1,4583,0.0,112000.0,0,360.0,4583.0,1,4583.0,0.1,11200.000000000015,2.4438140955705903,24.43814095570587,11200.000000000015,112000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001578,1,2439,3333.0,129000.0,1,360.0,5772.0,2,2886.0,0.1,12900.000000000016,2.2349272349272375,22.34927234927235,6450.000000000008,64500.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001579,0,2237,0.0,63000.0,0,480.0,2237.0,1,2237.0,0.13,8190.0,3.6611533303531516,28.162717925793473,8190.0,63000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001580,1,8000,0.0,200000.0,1,360.0,8000.0,3,2666.6666666666665,0.11,22000.0,2.75,25.0,7333.333333333333,66666.66666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001581,1,1820,1769.0,95000.0,1,360.0,3589.0,2,1794.5,0.1,9500.000000000013,2.646976873781001,26.469768737809975,4750.000000000006,47500.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001585,1,51763,0.0,700000.0,1,300.0,51763.0,4,12940.75,0.11,77000.00000000195,1.4875490215018827,13.523172922744045,19250.000000000487,175000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
